Column|suffix|Analysis_Column|OriginalColumn|Format|QuestionText|dtcode
q144_1_global|_global|q144_1454545|q144_1|CURRENCY|GLOBAL: Residential / multi-family/apartments - Non-listed/ commingled real estate funds/private REITs|36_22
q144_2_global|_global|q144_2464646|q144_2|CURRENCY|GLOBAL: Residential / multi-family/apartments - Separate accounts investing directly into real estate|36_23
q144_3_global|_global|q144_3474747|q144_3|CURRENCY|GLOBAL: Residential / multi-family/apartments - Separate accounts investing into indirect vehicles|36_24
q144_4_global|_global|q144_4484848|q144_4|CURRENCY|GLOBAL: Residential / multi-family/apartments - Joint ventures and club deals|36_25
q144_5_global|_global|q144_5494949|q144_5|CURRENCY|GLOBAL: Residential / multi-family/apartments - Funds of funds|36_26
q144_6_global|_global|q144_6505050|q144_6|CURRENCY|GLOBAL: Residential / multi-family/apartments - Non-listed debt products|36_27
q14ROW4_Total_global|_global|q14ROW4_Total515151|q14ROW4_Total|CURRENCY|GLOBAL: TOTAL Residential / multi-family/apartments|36_28
q145_1_global|_global|q145_1525252|q145_1|CURRENCY|GLOBAL: Student housing - Non-listed/ commingled real estate funds/private REITs|36_29
q145_2_global|_global|q145_2535353|q145_2|CURRENCY|GLOBAL: Student housing - Separate accounts investing directly into real estate|36_30
q145_3_global|_global|q145_3545454|q145_3|CURRENCY|GLOBAL: Student housing - Separate accounts investing into indirect vehicles|36_31
q145_4_global|_global|q145_4555555|q145_4|CURRENCY|GLOBAL: Student housing - Joint ventures and club deals|36_32
q145_5_global|_global|q145_5565656|q145_5|CURRENCY|GLOBAL: Student housing - Funds of funds|36_33
q145_6_global|_global|q145_6575757|q145_6|CURRENCY|GLOBAL: Student housing - Non-listed debt products|36_34
q14ROW5_Total_global|_global|q14ROW5_Total585858|q14ROW5_Total|CURRENCY|GLOBAL: TOTAL Student housing |36_35
q146_1_global|_global|q146_1595959|q146_1|CURRENCY|GLOBAL: Senior living / aged care / health care - Non-listed/ commingled real estate funds/private REITs|36_36
q146_2_global|_global|q146_2606060|q146_2|CURRENCY|GLOBAL: Senior living / aged care / health care - Separate accounts investing directly into real estate|36_37
q146_3_global|_global|q146_3616161|q146_3|CURRENCY|GLOBAL: Senior living / aged care / health care - Separate accounts investing into indirect vehicles|36_38
q146_4_global|_global|q146_4626262|q146_4|CURRENCY|GLOBAL: Senior living / aged care / health care - Joint ventures and club deals|36_39
q146_5_global|_global|q146_5636363|q146_5|CURRENCY|GLOBAL: Senior living / aged care / health care - Funds of funds|36_40
q146_6_global|_global|q146_6646464|q146_6|CURRENCY|GLOBAL: Senior living / aged care / health care - Non-listed debt products|36_41
q14ROW6_Total_global|_global|q14ROW6_Total656565|q14ROW6_Total|CURRENCY|GLOBAL: TOTAL Senior living / aged care / health care|36_42
q147_1_global|_global|q147_1666666|q147_1|CURRENCY|GLOBAL: Hotel / leisure - Non-listed/ commingled real estate funds/private REITs|36_43
q147_2_global|_global|q147_2676767|q147_2|CURRENCY|GLOBAL: Hotel / leisure - Separate accounts investing directly into real estate|36_44
q147_3_global|_global|q147_3686868|q147_3|CURRENCY|GLOBAL: Hotel / leisure - Separate accounts investing into indirect vehicles|36_45
q147_4_global|_global|q147_4696969|q147_4|CURRENCY|GLOBAL: Hotel / leisure - Joint ventures and club deals|36_46
q147_5_global|_global|q147_5707070|q147_5|CURRENCY|GLOBAL: Hotel / leisure - Funds of funds|36_47
q147_6_global|_global|q147_6717171|q147_6|CURRENCY|GLOBAL: Hotel / leisure - Non-listed debt products|36_48
q14ROW7_Total_global|_global|q14ROW7_Total727272|q14ROW7_Total|CURRENCY|GLOBAL: TOTAL Hotel / leisure|36_49
q148_1_global|_global|q148_1737373|q148_1|CURRENCY|GLOBAL: Other (incl land, parking, self storage) - Non-listed/ commingled real estate funds/private REITs|36_50
q148_2_global|_global|q148_2747474|q148_2|CURRENCY|GLOBAL: Other (incl land, parking, self storage) - Separate accounts investing directly into real estate|36_51
q148_3_global|_global|q148_3757575|q148_3|CURRENCY|GLOBAL: Other (incl land, parking, self storage) - Separate accounts investing into indirect vehicles|36_52
q148_4_global|_global|q148_4767676|q148_4|CURRENCY|GLOBAL: Other (incl land, parking, self storage) - Joint ventures and club deals|36_53
q148_5_global|_global|q148_5777777|q148_5|CURRENCY|GLOBAL: Other (incl land, parking, self storage) - Funds of funds|36_54
q148_6_global|_global|q148_6787878|q148_6|CURRENCY|GLOBAL: Other (incl land, parking, self storage) - Non-listed debt products|36_55
q14ROW8_Total_global|_global|q14ROW8_Total797979|q14ROW8_Total|CURRENCY|GLOBAL: TOTAL Other (incl land, parking, self storage)|36_56
q14COL1_Total_global|_global|q14COL1_Total808080|q14COL1_Total|CURRENCY|GLOBAL: TOTAL Non-listed/ commingled real estate funds/private REITs|36_57
q14COL2_Total_global|_global|q14COL2_Total818181|q14COL2_Total|CURRENCY|GLOBAL: TOTAL Separate accounts investing directly into real estate|36_58
q14COL3_Total_global|_global|q14COL3_Total828282|q14COL3_Total|CURRENCY|GLOBAL: TOTAL Separate accounts investing into indirect vehicles|36_59
q14COL4_Total_global|_global|q14COL4_Total838383|q14COL4_Total|CURRENCY|GLOBAL: TOTAL Joint ventures and club deals|36_60
q14COL5_Total_global|_global|q14COL5_Total848484|q14COL5_Total|CURRENCY|GLOBAL: TOTAL Funds of funds|36_61
q14COL6_Total_global|_global|q14COL6_Total858585|q14COL6_Total|CURRENCY|GLOBAL: TOTAL Non-listed debt products|36_62
q14GRANDTotal_global|_global|q14GRANDTotal868686|q14GRANDTotal|CURRENCY|GLOBAL: TOTAL Raised by targeted sector|36_63
qBothStrategyGRANDTotal_global|_global|qBothStrategyGRANDTotal878787|qBothStrategyGRANDTotal|CURRENCY|Total Capital Raised in 2020 for your Global strategy (Shown only when BOTH strategies selected in q12)|36_64
_global|_global||||For your Global strategy*, how much institutional capital did your company raise for non-listed vehicles in 2020 by investment style (million)? |37
q151_1_global|_global|q151_1888888|q151_1|CURRENCY|GLOBAL: Core / Senior debt - Non-listed/ commingled real estate funds/private REITs|37_1
q151_2_global|_global|q151_2898989|q151_2|CURRENCY|GLOBAL: Core / Senior debt - Separate accounts investing directly into real estate|37_2
q151_3_global|_global|q151_3909090|q151_3|CURRENCY|GLOBAL: Core / Senior debt - Separate accounts investing into indirect vehicles|37_3
q151_4_global|_global|q151_4919191|q151_4|CURRENCY|GLOBAL: Core / Senior debt - Joint ventures and club deals|37_4
q151_5_global|_global|q151_5929292|q151_5|CURRENCY|GLOBAL: Core / Senior debt - Funds of funds|37_5
q151_6_global|_global|q151_6939393|q151_6|CURRENCY|GLOBAL: Core / Senior debt - Non-listed debt products|37_6
q15ROW1_Total_global|_global|q15ROW1_Total949494|q15ROW1_Total|CURRENCY|GLOBAL: TOTAL Core / Senior debt|37_7
q152_1_global|_global|q152_1959595|q152_1|CURRENCY|GLOBAL: Value added / Junior and other subordinated debt - Non-listed/ commingled real estate funds/private REITs|37_8
q152_2_global|_global|q152_2969696|q152_2|CURRENCY|GLOBAL: Value added / Junior and other subordinated debt - Separate accounts investing directly into real estate|37_9
q152_3_global|_global|q152_3979797|q152_3|CURRENCY|GLOBAL: Value added / Junior and other subordinated debt - Separate accounts investing into indirect vehicles|37_10
q152_4_global|_global|q152_4989898|q152_4|CURRENCY|GLOBAL: Value added / Junior and other subordinated debt - Joint ventures and club deals|37_11
q152_5_global|_global|q152_5999999|q152_5|CURRENCY|GLOBAL: Value added / Junior and other subordinated debt - Funds of funds|37_12
q152_6_global|_global|q152_6100100100|q152_6|CURRENCY|GLOBAL: Value added / Junior and other subordinated debt - Non-listed debt products|37_13
q15ROW2_Total_global|_global|q15ROW2_Total101101101|q15ROW2_Total|CURRENCY|GLOBAL: TOTAL Value added / Junior and other subordinated debt|37_14
q153_1_global|_global|q153_1102102102|q153_1|CURRENCY|GLOBAL: Opportunistic / Mezzanine debt - Non-listed/ commingled real estate funds/private REITs|37_15
q153_2_global|_global|q153_2103103103|q153_2|CURRENCY|GLOBAL: Opportunistic / Mezzanine debt - Separate accounts investing directly into real estate|37_16
q153_3_global|_global|q153_3104104104|q153_3|CURRENCY|GLOBAL: Opportunistic / Mezzanine debt - Separate accounts investing into indirect vehicles|37_17
q153_4_global|_global|q153_4105105105|q153_4|CURRENCY|GLOBAL: Opportunistic / Mezzanine debt - Joint ventures and club deals|37_18
q153_5_global|_global|q153_5106106106|q153_5|CURRENCY|GLOBAL: Opportunistic / Mezzanine debt - Funds of funds|37_19
q153_6_global|_global|q153_6107107107|q153_6|CURRENCY|GLOBAL: Opportunistic / Mezzanine debt - Non-listed debt products|37_20
q15ROW3_Total_global|_global|q15ROW3_Total108108108|q15ROW3_Total|CURRENCY|GLOBAL: TOTAL Opportunistic / Mezzanine debt|37_21
q154_1_global|_global|q154_1109109109|q154_1|CURRENCY|GLOBAL: Mixed strategies - Non-listed/ commingled real estate funds/private REITs|37_22
q154_2_global|_global|q154_2110110110|q154_2|CURRENCY|GLOBAL: Mixed strategies - Separate accounts investing directly into real estate|37_23
q154_3_global|_global|q154_3111111111|q154_3|CURRENCY|GLOBAL: Mixed strategies - Separate accounts investing into indirect vehicles|37_24
q154_4_global|_global|q154_4112112112|q154_4|CURRENCY|GLOBAL: Mixed strategies - Joint ventures and club deals|37_25
q154_5_global|_global|q154_5113113113|q154_5|CURRENCY|GLOBAL: Mixed strategies - Funds of funds|37_26
q154_6_global|_global|q154_6114114114|q154_6|CURRENCY|GLOBAL: Mixed strategies - Non-listed debt products|37_27
q15ROW4_Total_global|_global|q15ROW4_Total115115115|q15ROW4_Total|CURRENCY|GLOBAL: TOTAL Mixed strategies|37_28
q15COL1_Total_global|_global|q15COL1_Total116116116|q15COL1_Total|CURRENCY|GLOBAL: TOTAL Non-listed/ commingled real estate funds/private REITs|37_29
q15COL2_Total_global|_global|q15COL2_Total117117117|q15COL2_Total|CURRENCY|GLOBAL: TOTAL Separate accounts investing directly into real estate|37_30
q15COL3_Total_global|_global|q15COL3_Total118118118|q15COL3_Total|CURRENCY|GLOBAL: TOTAL Separate accounts investing into indirect vehicles|37_31
q15COL4_Total_global|_global|q15COL4_Total119119119|q15COL4_Total|CURRENCY|GLOBAL: TOTAL Joint ventures and club deals|37_32
q15COL5_Total_global|_global|q15COL5_Total120120120|q15COL5_Total|CURRENCY|GLOBAL: TOTAL Funds of funds|37_33
q15COL6_Total_global|_global|q15COL6_Total121121121|q15COL6_Total|CURRENCY|GLOBAL: TOTAL Non-listed debt products|37_34
q15GRANDTotal_global|_global|q15GRANDTotal122122122|q15GRANDTotal|CURRENCY|GLOBAL: Total Capital Raised in 2020 for your Global strategy|37_35
SOUTH AMERICA_southamerica|_southamerica|SOUTH AMERICA|SOUTH AMERICA|||
_southamerica|_southamerica||||For your South American strategy*, how much institutional capital did your company raise for non-listed vehicles in 2020 by investor type (million)?|38
q101_1_southamerica|_southamerica|q101_1325|q101_1|CURRENCY|SA: Pension funds - Non-listed/ commingled real estate funds/private REITs|38_1
q101_2_southamerica|_southamerica|q101_2326|q101_2|CURRENCY|SA: Pension funds - Separate accounts investing directly into real estate|38_2
q101_3_southamerica|_southamerica|q101_3327|q101_3|CURRENCY|SA: Pension funds - Separate accounts investing into indirect vehicles|38_3
q101_4_southamerica|_southamerica|q101_4328|q101_4|CURRENCY|SA: Pension funds - Joint ventures and club deals|38_4
q101_5_southamerica|_southamerica|q101_5329|q101_5|CURRENCY|SA: Pension funds - Funds of funds|38_5
q101_6_southamerica|_southamerica|q101_6330|q101_6|CURRENCY|SA: Pension funds - Non-listed debt products|38_6
q10ROW1_Total_southamerica|_southamerica|q10ROW1_hidden331|q10ROW1_Total|CURRENCY|SA: Pension funds - TOTAL|38_7
q102_1_southamerica|_southamerica|q102_1332|q102_1|CURRENCY|SA: Insurance companies - Non-listed/ commingled real estate funds/private REITs|38_8
q102_2_southamerica|_southamerica|q102_2333|q102_2|CURRENCY|SA: Insurance companies - Separate accounts investing directly into real estate|38_9
q102_3_southamerica|_southamerica|q102_3334|q102_3|CURRENCY|SA: Insurance companies - Separate accounts investing into indirect vehicles|38_10
q102_4_southamerica|_southamerica|q102_4335|q102_4|CURRENCY|SA: Insurance companies - Joint ventures and club deals|38_11
q102_5_southamerica|_southamerica|q102_5336|q102_5|CURRENCY|SA: Insurance companies - Funds of funds|38_12
q102_6_southamerica|_southamerica|q102_6337|q102_6|CURRENCY|SA: Insurance companies - Non-listed debt products|38_13
q10ROW2_Total_southamerica|_southamerica|q10ROW2_hidden338|q10ROW2_Total|CURRENCY|SA: Insurance companies - TOTAL|38_14
q103_1_southamerica|_southamerica|q103_1339|q103_1|CURRENCY|SA: Sovereign wealth funds - Non-listed/ commingled real estate funds/private REITs|38_15
q103_2_southamerica|_southamerica|q103_2340|q103_2|CURRENCY|SA: Sovereign wealth funds - Separate accounts investing directly into real estate|38_16
q103_3_southamerica|_southamerica|q103_3341|q103_3|CURRENCY|SA: Sovereign wealth funds - Separate accounts investing into indirect vehicles|38_17
q103_4_southamerica|_southamerica|q103_4342|q103_4|CURRENCY|SA: Sovereign wealth funds - Joint ventures and club deals|38_18
q103_5_southamerica|_southamerica|q103_5343|q103_5|CURRENCY|SA: Sovereign wealth funds - Funds of funds|38_19
q103_6_southamerica|_southamerica|q103_6344|q103_6|CURRENCY|SA: Sovereign wealth funds - Non-listed debt products|38_20
q10ROW3_Total_southamerica|_southamerica|q10ROW3_hidden345|q10ROW3_Total|CURRENCY|SA: Sovereign wealth funds - TOTAL|38_21
q104_1_southamerica|_southamerica|q104_1346|q104_1|CURRENCY|SA: Government institutions - Non-listed/ commingled real estate funds/private REITs|38_22
q104_2_southamerica|_southamerica|q104_2347|q104_2|CURRENCY|SA: Government institutions - Separate accounts investing directly into real estate|38_23
q104_3_southamerica|_southamerica|q104_3348|q104_3|CURRENCY|SA: Government institutions - Separate accounts investing into indirect vehicles|38_24
q104_4_southamerica|_southamerica|q104_4349|q104_4|CURRENCY|SA: Government institutions - Joint ventures and club deals|38_25
q104_5_southamerica|_southamerica|q104_5350|q104_5|CURRENCY|SA: Government institutions - Funds of funds|38_26
q104_6_southamerica|_southamerica|q104_6351|q104_6|CURRENCY|SA: Government institutions - Non-listed debt products|38_27
q10ROW4_Total_southamerica|_southamerica|q10ROW4_hidden352|q10ROW4_Total|CURRENCY|SA: Government institutions - TOTAL|38_28
q105_1_southamerica|_southamerica|q105_1353|q105_1|CURRENCY|SA: Charities, foundations, non-profit organisations - Non-listed/ commingled real estate funds/private REITs|38_29
q105_2_southamerica|_southamerica|q105_2354|q105_2|CURRENCY|SA: Charities, foundations, non-profit organisations - Separate accounts investing directly into real estate|38_30
q105_3_southamerica|_southamerica|q105_3355|q105_3|CURRENCY|SA: Charities, foundations, non-profit organisations - Separate accounts investing into indirect vehicles|38_31
q105_4_southamerica|_southamerica|q105_4356|q105_4|CURRENCY|SA: Charities, foundations, non-profit organisations - Joint ventures and club deals|38_32
q105_5_southamerica|_southamerica|q105_5357|q105_5|CURRENCY|SA: Charities, foundations, non-profit organisations - Funds of funds|38_33
q105_6_southamerica|_southamerica|q105_6358|q105_6|CURRENCY|SA: Charities, foundations, non-profit organisations - Non-listed debt products|38_34
q10ROW5_Total_southamerica|_southamerica|q10ROW5_hidden359|q10ROW5_Total|CURRENCY|SA: Charities, foundations, non-profit organisations - TOTAL|38_35
q106_1_southamerica|_southamerica|q106_1360|q106_1|CURRENCY|SA: Funds of funds - Non-listed/ commingled real estate funds/private REITs|38_36
q106_2_southamerica|_southamerica|q106_2361|q106_2|CURRENCY|SA: Funds of funds - Separate accounts investing directly into real estate|38_37
q106_3_southamerica|_southamerica|q106_3362|q106_3|CURRENCY|SA: Funds of funds - Separate accounts investing into indirect vehicles|38_38
q106_4_southamerica|_southamerica|q106_4363|q106_4|CURRENCY|SA: Funds of funds - Joint ventures and club deals|38_39
q106_5_southamerica|_southamerica|q106_5364|q106_5|CURRENCY|SA: Funds of funds - Funds of funds|38_40
q106_6_southamerica|_southamerica|q106_6365|q106_6|CURRENCY|SA: Funds of funds - Non-listed debt products|38_41
q10ROW6_Total_southamerica|_southamerica|q10ROW6_hidden366|q10ROW6_Total|CURRENCY|SA: Funds of funds - TOTAL|38_42
q107_1_southamerica|_southamerica|q107_1367|q107_1|CURRENCY|SA: High net worth individuals /Family offices - Non-listed/ commingled real estate funds/private REITs|38_43
q107_2_southamerica|_southamerica|q107_2368|q107_2|CURRENCY|SA: High net worth individuals /Family offices - Separate accounts investing directly into real estate|38_44
q107_3_southamerica|_southamerica|q107_3369|q107_3|CURRENCY|SA: High net worth individuals /Family offices - Separate accounts investing into indirect vehicles|38_45
q107_4_southamerica|_southamerica|q107_4370|q107_4|CURRENCY|SA: High net worth individuals /Family offices - Joint ventures and club deals|38_46
q107_5_southamerica|_southamerica|q107_5371|q107_5|CURRENCY|SA: High net worth individuals /Family offices - Funds of funds|38_47
